panel,group,kind,x,y
All Hotline Calls,White,local,0.014423076923076922,0.13834549402078827
All Hotline Calls,White,local,0.015865384615384615,0.13813376056816992
All Hotline Calls,White,local,0.017307692307692305,0.13790995397454844
All Hotline Calls,White,local,0.01875,0.1376734769290334
All Hotline Calls,White,local,0.02019230769230769,0.137423849175956
All Hotline Calls,White,local,0.021634615384615384,0.1371607119516828
All Hotline Calls,White,local,0.023076923076923075,0.13688383129903253
All Hotline Calls,White,local,0.024519230769230765,0.13659310022867527
All Hotline Calls,White,local,0.02596153846153846,0.13628853970754748
All Hotline Calls,White,local,0.02740384615384615,0.13597029846514996
All Hotline Calls,White,local,0.028846153846153844,0.1356386516195193
All Hotline Calls,White,local,0.030288461538461535,0.13529399813556592
All Hotline Calls,White,local,0.03173076923076923,0.13493685713926057
All Hotline Calls,White,local,0.03317307692307692,0.13456786312171942
All Hotline Calls,White,local,0.03461538461538461,0.13418776007749558
All Hotline Calls,White,local,0.036057692307692304,0.13379739463122925
All Hotline Calls,White,local,0.0375,0.13339770821615593
All Hotline Calls,White,local,0.038942307692307686,0.13298972837673118
All Hotline Calls,White,local,0.04038461538461538,0.1325745592757217
All Hotline Calls,White,local,0.041826923076923074,0.13215337149346282
All Hotline Calls,White,local,0.04326923076923077,0.13172739121352137
All Hotline Calls,White,local,0.044711538461538455,0.1312978888946709
All Hotline Calls,White,local,0.04615384615384615,0.13086616753383362
All Hotline Calls,White,local,0.047596153846153844,0.13043355062842
All Hotline Calls,White,local,0.04903846153846153,0.13000136994927625
All Hotline Calls,White,local,0.050480769230769225,0.12957095323719794
All Hotline Calls,White,local,0.05192307692307692,0.12914361193667503
All Hotline Calls,White,local,0.05336538461538461,0.12872062908018944
All Hotline Calls,White,local,0.0548076923076923,0.1283032474349952
All Hotline Calls,White,local,0.056249999999999994,0.12789265802188649
All Hotline Calls,Black,estimate,0.0045805783369272275,0.13080927332934436
All Hotline Calls,Black,estimate,0.0068557971131564446,0.12065054305860629
All Hotline Calls,Black,estimate,0.013923166499254565,0.1380218411717094
All Hotline Calls,Black,estimate,0.016064769232031186,0.1271306106735974
All Hotline Calls,Black,estimate,0.01756405624999445,0.13080655357443294
All Hotline Calls,Black,estimate,0.019405568213750148,0.11691807808316082
All Hotline Calls,Black,estimate,0.020487460709691936,0.129736668663413
All Hotline Calls,Black,estimate,0.02347677454050361,0.12431815814967262
All Hotline Calls,Black,estimate,0.026565151368043022,0.13755027896104552
All Hotline Calls,Black,estimate,0.029876283592540374,0.12122586064344833
All Hotline Calls,Black,estimate,0.030093856883902398,0.12092160052317201
All Hotline Calls,Black,estimate,0.03249638335469619,0.12563424709989848
All Hotline Calls,Black,estimate,0.03274460076139446,0.12171563685968391
All Hotline Calls,Black,estimate,0.03372375206014542,0.11993866663473313
All Hotline Calls,Black,estimate,0.03406842676012084,0.12286353200593768
All Hotline Calls,Black,estimate,0.03594081643505319,0.12844973004174476
All Hotline Calls,Black,estimate,0.03706262921707894,0.12058689759641507
All Hotline Calls,Black,estimate,0.0408179588201146,0.1199241018553731
All Hotline Calls,Black,estimate,0.04089629847896453,0.12240480624158855
All Hotline Calls,Black,estimate,0.051617634010287766,0.11014352155846631
All Hotline Calls,Black,linear,0.0,0.128
All Hotline Calls,Black,linear,0.0014423076923076922,0.12771153846153846
All Hotline Calls,Black,linear,0.0028846153846153843,0.12742307692307692
All Hotline Calls,Black,linear,0.004326923076923076,0.12713461538461537
All Hotline Calls,Black,linear,0.005769230769230769,0.12684615384615386
All Hotline Calls,Black,linear,0.007211538461538461,0.12655769230769232
All Hotline Calls,Black,linear,0.008653846153846153,0.12626923076923077
All Hotline Calls,Black,linear,0.010096153846153845,0.12598076923076923
All Hotline Calls,Black,linear,0.011538461538461537,0.1256923076923077
All Hotline Calls,Black,linear,0.01298076923076923,0.12540384615384614
All Hotline Calls,Black,linear,0.014423076923076922,0.12511538461538463
All Hotline Calls,Black,linear,0.015865384615384615,0.12482692307692309
All Hotline Calls,Black,linear,0.017307692307692305,0.12453846153846154
All Hotline Calls,Black,linear,0.01875,0.12425
All Hotline Calls,Black,linear,0.02019230769230769,0.12396153846153847
All Hotline Calls,Black,linear,0.021634615384615384,0.12367307692307693
All Hotline Calls,Black,linear,0.023076923076923075,0.12338461538461538
All Hotline Calls,Black,linear,0.024519230769230765,0.12309615384615386
All Hotline Calls,Black,linear,0.02596153846153846,0.12280769230769231
All Hotline Calls,Black,linear,0.02740384615384615,0.12251923076923077
All Hotline Calls,Black,linear,0.028846153846153844,0.12223076923076923
All Hotline Calls,Black,linear,0.030288461538461535,0.1219423076923077
All Hotline Calls,Black,linear,0.03173076923076923,0.12165384615384615
All Hotline Calls,Black,linear,0.03317307692307692,0.12136538461538462
All Hotline Calls,Black,linear,0.03461538461538461,0.12107692307692308
All Hotline Calls,Black,linear,0.036057692307692304,0.12078846153846154
All Hotline Calls,Black,linear,0.0375,0.1205
All Hotline Calls,Black,linear,0.038942307692307686,0.12021153846153847
All Hotline Calls,Black,linear,0.04038461538461538,0.11992307692307692
All Hotline Calls,Black,linear,0.041826923076923074,0.1196346153846154
All Hotline Calls,Black,linear,0.04326923076923077,0.11934615384615385
All Hotline Calls,Black,linear,0.044711538461538455,0.11905769230769231
All Hotline Calls,Black,linear,0.04615384615384615,0.11876923076923077
All Hotline Calls,Black,linear,0.047596153846153844,0.11848076923076924
All Hotline Calls,Black,linear,0.04903846153846153,0.1181923076923077
All Hotline Calls,Black,linear,0.050480769230769225,0.11790384615384616
All Hotline Calls,Black,linear,0.05192307692307692,0.11761538461538462
All Hotline Calls,Black,linear,0.05336538461538461,0.11732692307692308
All Hotline Calls,Black,linear,0.0548076923076923,0.11703846153846154
All Hotline Calls,Black,linear,0.056249999999999994,0.11675
All Hotline Calls,Black,quadratic,0.0,0.1272880859375
All Hotline Calls,Black,quadratic,0.0014423076923076922,0.12707076899963018
All Hotline Calls,Black,quadratic,0.0028846153846153843,0.12684970760909764
All Hotline Calls,Black,quadratic,0.004326923076923076,0.12662490176590235
All Hotline Calls,Black,quadratic,0.005769230769230769,0.12639635147004438
All Hotline Calls,Black,quadratic,0.007211538461538461,0.12616405672152367
All Hotline Calls,Black,quadratic,0.008653846153846153,0.12592801752034025
All Hotline Calls,Black,quadratic,0.010096153846153845,0.12568823386649408
All Hotline Calls,Black,quadratic,0.011538461538461537,0.1254447057599852
All Hotline Calls,Black,quadratic,0.01298076923076923,0.1251974332008136
All Hotline Calls,Black,quadratic,0.014423076923076922,0.12494641618897931
All Hotline Calls,Black,quadratic,0.015865384615384615,0.12469165472448225
All Hotline Calls,Black,quadratic,0.017307692307692305,0.1244331488073225
All Hotline Calls,Black,quadratic,0.01875,0.1241708984375
All Hotline Calls,Black,quadratic,0.02019230769230769,0.1239049036150148
All Hotline Calls,Black,quadratic,0.021634615384615384,0.12363516433986686
All Hotline Calls,Black,quadratic,0.023076923076923075,0.12336168061205621
All Hotline Calls,Black,quadratic,0.024519230769230765,0.12308445243158285
All Hotline Calls,Black,quadratic,0.02596153846153846,0.12280347979844675
All Hotline Calls,Black,quadratic,0.02740384615384615,0.12251876271264793
All Hotline Calls,Black,quadratic,0.028846153846153844,0.12223030117418639
All Hotline Calls,Black,quadratic,0.030288461538461535,0.12193809518306213
All Hotline Calls,Black,quadratic,0.03173076923076923,0.12164214473927515
All Hotline Calls,Black,quadratic,0.03317307692307692,0.12134244984282545
All Hotline Calls,Black,quadratic,0.03461538461538461,0.12103901049371302
All Hotline Calls,Black,quadratic,0.036057692307692304,0.12073182669193787
All Hotline Calls,Black,quadratic,0.0375,0.12042089843749999
All Hotline Calls,Black,quadratic,0.038942307692307686,0.12010622573039942
All Hotline Calls,Black,quadratic,0.04038461538461538,0.11978780857063609
All Hotline Calls,Black,quadratic,0.041826923076923074,0.11946564695821008
All Hotline Calls,Black,quadratic,0.04326923076923077,0.11913974089312131
All Hotline Calls,Black,quadratic,0.044711538461538455,0.11881009037536983
All Hotline Calls,Black,quadratic,0.04615384615384615,0.11847669540495562
All Hotline Calls,Black,quadratic,0.047596153846153844,0.11813955598187871
All Hotline Calls,Black,quadratic,0.04903846153846153,0.11779867210613905
All Hotline Calls,Black,quadratic,0.050480769230769225,0.1174540437777367
All Hotline Calls,Black,quadratic,0.05192307692307692,0.1171056709966716
All Hotline Calls,Black,quadratic,0.05336538461538461,0.11675355376294379
All Hotline Calls,Black,quadratic,0.0548076923076923,0.11639769207655325
All Hotline Calls,Black,quadratic,0.056249999999999994,0.11603808593750001
All Hotline Calls,Black,local,0.0,0.128
All Hotline Calls,Black,local,0.0014423076923076922,0.12761553271296555
All Hotline Calls,Black,local,0.0028846153846153843,0.1272319523693708
All Hotline Calls,Black,local,0.004326923076923076,0.12685013771868087
All Hotline Calls,Black,local,0.005769230769230769,0.12647095119811125
All Hotline Calls,Black,local,0.007211538461538461,0.12609523096505243
All Hotline Calls,Black,local,0.008653846153846153,0.1257237831538024
All Hotline Calls,Black,local,0.010096153846153845,0.12535737442814257
All Hotline Calls,Black,local,0.011538461538461537,0.12499672489855965
All Hotline Calls,Black,local,0.01298076923076923,0.12464250146954739
All Hotline Calls,Black,local,0.014423076923076922,0.12429531167844887
All Hotline Calls,Black,local,0.015865384615384615,0.12395569808275854
All Hotline Calls,Black,local,0.017307692307692305,0.12362413324773694
All Hotline Calls,Black,local,0.01875,0.12330101538064442
All Hotline Calls,Black,local,0.02019230769230769,0.1229866646519268
All Hotline Calls,Black,local,0.021634615384615384,0.12268132023733966
All Hotline Calls,Black,local,0.023076923076923075,0.1223851381083373
All Hotline Calls,Black,local,0.024519230769230765,0.12209818959113959
All Hotline Calls,Black,local,0.02596153846153846,0.12182046070778887
All Hotline Calls,Black,local,0.02740384615384615,0.12155185230528463
All Hotline Calls,Black,local,0.028846153846153844,0.12129218097160252
All Hotline Calls,Black,local,0.030288461538461535,0.12104118073013553
All Hotline Calls,Black,local,0.03173076923076923,0.12079850549690321
All Hotline Calls,Black,local,0.03317307692307692,0.1205637322778281
All Hotline Calls,Black,local,0.03461538461538461,0.12033636507654141
All Hotline Calls,Black,local,0.036057692307692304,0.1201158394766164
All Hotline Calls,Black,local,0.0375,0.11990152785589604
All Hotline Calls,Black,local,0.038942307692307686,0.11969274518474332
All Hotline Calls,Black,local,0.04038461538461538,0.11948875535464709
All Hotline Calls,Black,local,0.041826923076923074,0.11928877797871712
All Hotline Calls,Black,local,0.04326923076923077,0.11909199560124219
All Hotline Calls,Black,local,0.044711538461538455,0.11889756124970659
All Hotline Calls,Black,local,0.04615384615384615,0.11870460625949554
All Hotline Calls,Black,local,0.047596153846153844,0.11851224829900206
All Hotline Calls,Black,local,0.04903846153846153,0.11831959952099533
All Hotline Calls,Black,local,0.050480769230769225,0.11812577476494499
All Hotline Calls,Black,local,0.05192307692307692,0.11792989973452436
All Hotline Calls,Black,local,0.05336538461538461,0.11773111907474551
All Hotline Calls,Black,local,0.0548076923076923,0.11752860427410576
All Hotline Calls,Black,local,0.056249999999999994,0.11732156131874236
Screened-in Calls,White,estimate,0.015105522059849079,0.183492014519221
Screened-in Calls,White,estimate,0.015210107144994569,0.16761867914452305
Screened-in Calls,White,estimate,0.019658007573835044,0.17073867522784963
Screened-in Calls,White,estimate,0.020806706846093894,0.1925373589858938
Screened-in Calls,White,estimate,0.025287677634361613,0.17268886369270442
Screened-in Calls,White,estimate,0.026147860568983605,0.17554281239959071
Screened-in Calls,White,estimate,0.035428984055125234,0.16317224991262627
Screened-in Calls,White,estimate,0.03776623221547605,0.18417102834669818
Screened-in Calls,White,estimate,0.048746528153657334,0.15090948710401364
Screened-in Calls,White,estimate,0.04931794524363667,0.16778468815494596
Screened-in Calls,White,estimate,0.05149350470450098,0.17142113133118225
Screened-in Calls,White,estimate,0.052513858661163926,0.16437069703684135
Screened-in Calls,White,estimate,0.052608456394996075,0.168004400861795
Screened-in Calls,White,estimate,0.05760595699955391,0.16281795081935987
Screened-in Calls,White,estimate,0.06139273290536795,0.15316225024294022
Screened-in Calls,White,estimate,0.06222315936236192,0.15638893712653226
Screened-in Calls,White,estimate,0.06453863612894666,0.16762284090570578
Screened-in Calls,White,estimate,0.07262382938749477,0.1657357756212734
Screened-in Calls,White,estimate,0.07749579488775876,0.1655618904952052
Screened-in Calls,White,estimate,0.0895910017960287,0.16838324724204812
Screened-in Calls,White,linear,0.0,0.17500000000000002
Screened-in Calls,White,linear,0.0028846153846153843,0.1744519230769231
Screened-in Calls,White,linear,0.005769230769230769,0.17390384615384616
Screened-in Calls,White,linear,0.008653846153846153,0.17335576923076926
Screened-in Calls,White,linear,0.011538461538461537,0.17280769230769233
Screened-in Calls,White,linear,0.014423076923076922,0.1722596153846154
Screened-in Calls,White,linear,0.017307692307692305,0.17171153846153847
Screened-in Calls,White,linear,0.02019230769230769,0.17116346153846154
Screened-in Calls,White,linear,0.023076923076923075,0.17061538461538464
Screened-in Calls,White,linear,0.02596153846153846,0.1700673076923077
Screened-in Calls,White,linear,0.028846153846153844,0.16951923076923078
Screened-in Calls,White,linear,0.03173076923076923,0.16897115384615385
Screened-in Calls,White,linear,0.03461538461538461,0.16842307692307695
Screened-in Calls,White,linear,0.0375,0.16787500000000002
Screened-in Calls,White,linear,0.04038461538461538,0.1673269230769231
Screened-in Calls,White,linear,0.04326923076923077,0.16677884615384617
Screened-in Calls,White,linear,0.04615384615384615,0.16623076923076924
Screened-in Calls,White,linear,0.04903846153846153,0.16568269230769234
Screened-in Calls,White,linear,0.05192307692307692,0.1651346153846154
Screened-in Calls,White,linear,0.0548076923076923,0.16458653846153848
Screened-in Calls,White,linear,0.05769230769230769,0.16403846153846155
Screened-in Calls,White,linear,0.06057692307692307,0.16349038461538462
Screened-in Calls,White,linear,0.06346153846153846,0.16294230769230772
Screened-in Calls,White,linear,0.06634615384615385,0.1623942307692308
Screened-in Calls,White,linear,0.06923076923076922,0.16184615384615386
Screened-in Calls,White,linear,0.07211538461538461,0.16129807692307693
Screened-in Calls,White,linear,0.075,0.16075
Screened-in Calls,White,linear,0.07788461538461537,0.1602019230769231
Screened-in Calls,White,linear,0.08076923076923076,0.15965384615384617
Screened-in Calls,White,linear,0.08365384615384615,0.15910576923076925
Screened-in Calls,White,linear,0.08653846153846154,0.15855769230769232
Screened-in Calls,White,linear,0.08942307692307691,0.15800961538461542
Screened-in Calls,White,linear,0.0923076923076923,0.15746153846153849
Screened-in Calls,White,linear,0.09519230769230769,0.15691346153846156
Screened-in Calls,White,linear,0.09807692307692306,0.15636538461538463
Screened-in Calls,White,linear,0.10096153846153845,0.1558173076923077
Screened-in Calls,White,linear,0.10384615384615384,0.1552692307692308
Screened-in Calls,White,linear,0.10673076923076923,0.15472115384615387
Screened-in Calls,White,linear,0.1096153846153846,0.15417307692307694
Screened-in Calls,White,linear,0.11249999999999999,0.153625
Screened-in Calls,White,quadratic,0.0,0.17420898437500001
Screened-in Calls,White,quadratic,0.0028846153846153843,0.1737399570081361
Screened-in Calls,White,quadratic,0.005769230769230769,0.17326676913831363
Screened-in Calls,White,quadratic,0.008653846153846153,0.17278942076553258
Screened-in Calls,White,quadratic,0.011538461538461537,0.17230791188979291
Screened-in Calls,White,quadratic,0.014423076923076922,0.17182224251109468
Screened-in Calls,White,quadratic,0.017307692307692305,0.17133241262943788
Screened-in Calls,White,quadratic,0.02019230769230769,0.17083842224482249
Screened-in Calls,White,quadratic,0.023076923076923075,0.17034027135724855
Screened-in Calls,White,quadratic,0.02596153846153846,0.169837959966716
Screened-in Calls,White,quadratic,0.028846153846153844,0.16933148807322487
Screened-in Calls,White,quadratic,0.03173076923076923,0.16882085567677516
Screened-in Calls,White,quadratic,0.03461538461538461,0.1683060627773669
Screened-in Calls,White,quadratic,0.0375,0.16778710937500002
Screened-in Calls,White,quadratic,0.04038461538461538,0.16726399546967458
Screened-in Calls,White,quadratic,0.04326923076923077,0.16673672106139054
Screened-in Calls,White,quadratic,0.04615384615384615,0.16620528615014793
Screened-in Calls,White,quadratic,0.04903846153846153,0.16566969073594678
Screened-in Calls,White,quadratic,0.05192307692307692,0.16512993481878702
Screened-in Calls,White,quadratic,0.0548076923076923,0.16458601839866865
Screened-in Calls,White,quadratic,0.05769230769230769,0.16403794147559173
Screened-in Calls,White,quadratic,0.06057692307692307,0.16348570404955623
Screened-in Calls,White,quadratic,0.06346153846153846,0.16292930612056217
Screened-in Calls,White,quadratic,0.06634615384615385,0.16236874768860948
Screened-in Calls,White,quadratic,0.06923076923076922,0.16180402875369823
Screened-in Calls,White,quadratic,0.07211538461538461,0.1612351493158284
Screened-in Calls,White,quadratic,0.075,0.160662109375
Screened-in Calls,White,quadratic,0.07788461538461537,0.16008490893121305
Screened-in Calls,White,quadratic,0.08076923076923076,0.15950354798446748
Screened-in Calls,White,quadratic,0.08365384615384615,0.15891802653476333
Screened-in Calls,White,quadratic,0.08653846153846154,0.1583283445821006
Screened-in Calls,White,quadratic,0.08942307692307691,0.15773450212647933
Screened-in Calls,White,quadratic,0.0923076923076923,0.15713649916789943
Screened-in Calls,White,quadratic,0.09519230769230769,0.15653433570636097
Screened-in Calls,White,quadratic,0.09807692307692306,0.1559280117418639
Screened-in Calls,White,quadratic,0.10096153846153845,0.15531752727440828
Screened-in Calls,White,quadratic,0.10384615384615384,0.15470288230399412
Screened-in Calls,White,quadratic,0.10673076923076923,0.15408407683062134
Screened-in Calls,White,quadratic,0.1096153846153846,0.15346111085428996
Screened-in Calls,White,quadratic,0.11249999999999999,0.152833984375
Screened-in Calls,White,local,0.0,0.17500000000000002
Screened-in Calls,White,local,0.0028846153846153843,0.17459593169978246
Screened-in Calls,White,local,0.005769230769230769,0.17419053298440534
Screened-in Calls,White,local,0.008653846153846153,0.173782485729671
Screened-in Calls,White,local,0.011538461538461537,0.17337049627975623
Screened-in Calls,White,local,0.014423076923076922,0.17295330739857526
Screened-in Calls,White,local,0.017307692307692305,0.17252970988468103
Screened-in Calls,White,local,0.02019230769230769,0.17209855374240152
Screened-in Calls,White,local,0.023076923076923075,0.1716587588060067
Screened-in Calls,White,local,0.02596153846153846,0.17120932471875586
Screened-in Calls,White,local,0.028846153846153844,0.17074934017463442
Screened-in Calls,White,local,0.03173076923076923,0.17027799133740068
Screened-in Calls,White,local,0.03461538461538461,0.16979456935916384
Screened-in Calls,White,local,0.0375,0.1692984769290334
Screened-in Calls,White,local,0.04038461538461538,0.16878923379134061
Screened-in Calls,White,local,0.04326923076923077,0.16826648118245205
Screened-in Calls,White,local,0.04615384615384615,0.16772998514518636
Screened-in Calls,White,local,0.04903846153846153,0.16717963869021374
Screened-in Calls,White,local,0.05192307692307692,0.16661546278447056
Screened-in Calls,White,local,0.0548076923076923,0.16603760615745766
Screened-in Calls,White,local,0.05769230769230769,0.1654463439272116
Screened-in Calls,White,local,0.06057692307692307,0.16484207505864285
Screened-in Calls,White,local,0.06346153846153846,0.1642253186777221
Screened-in Calls,White,local,0.06634615384615385,0.16359670927556558
Screened-in Calls,White,local,0.06923076923076922,0.16295699084672635
Screened-in Calls,White,local,0.07211538461538461,0.16230701001584463
Screened-in Calls,White,local,0.075,0.16164770821615593
Screened-in Calls,White,local,0.07788461538461537,0.16098011299211581
Screened-in Calls,White,local,0.08076923076923076,0.16030532850649093
Screened-in Calls,White,local,0.08365384615384615,0.15962452533961666
Screened-in Calls,White,local,0.08653846153846154,0.15893892967505982
Screened-in Calls,White,local,0.08942307692307691,0.158249811971594
Screened-in Calls,White,local,0.0923076923076923,0.15755847522614133
Screened-in Calls,White,local,0.09519230769230769,0.15686624293611232
Screened-in Calls,White,local,0.09807692307692306,0.15617444687235316
Screened-in Calls,White,local,0.10096153846153845,0.15548441477565947
Screened-in Calls,White,local,0.10384615384615384,0.1547974580905212
Screened-in Calls,White,local,0.10673076923076923,0.15411485984942022
Screened-in Calls,White,local,0.1096153846153846,0.15343786281961058
Screened-in Calls,White,local,0.11249999999999999,0.1527676580218865
Screened-in Calls,Black,estimate,0.004969351569142112,0.17039791819052091
Screened-in Calls,Black,estimate,0.005457216050848901,0.15667897412111786
Screened-in Calls,Black,estimate,0.008728172678247676,0.1526603706085712
Screened-in Calls,Black,estimate,0.011439337955030875,0.16060307296290638
Screened-in Calls,Black,estimate,0.02134242842788158,0.14117463905100763
Screened-in Calls,Black,estimate,0.029363820700343504,0.1535239605859379
Screened-in Calls,Black,estimate,0.034167508722609215,0.15832231221921797
Screened-in Calls,Black,estimate,0.04429697878537818,0.1535479944747205
Screened-in Calls,Black,estimate,0.054850686190879364,0.13735284223258998
Screened-in Calls,Black,estimate,0.06384454807804268,0.1461736123512229
Screened-in Calls,Black,estimate,0.06424512864129427,0.1642805783808016
