panel,kind,label,automation_exposure,routine_exposure
Panel A. 1940-1980 Average,background,,94.31499354295511,77.03799890850809
Panel A. 1940-1980 Average,background,,57.96130738011869,55.20642258272727
Panel A. 1940-1980 Average,background,,17.684282790371107,37.36421649521961
Panel A. 1940-1980 Average,background,,95.73366404859944,69.44013410099335
Panel A. 1940-1980 Average,background,,72.29572994072316,43.60512634849873
Panel A. 1940-1980 Average,background,,8.874112603722528,32.31283051938645
Panel A. 1940-1980 Average,background,,88.70400546995265,77.70942102185754
Panel A. 1940-1980 Average,background,,0.5259125484061489,23.864512839876763
Panel A. 1940-1980 Average,background,,42.64367652428742,60.002241765955866
Panel A. 1940-1980 Average,background,,39.04053172953002,48.07467191291515
Panel A. 1940-1980 Average,background,,11.932150249770213,18.551045975037333
Panel A. 1940-1980 Average,background,,59.630874465644155,59.472470389589915
Panel A. 1940-1980 Average,background,,70.52965795085588,12.214205039572278
Panel A. 1940-1980 Average,background,,14.556454516812368,13.418580463524668
Panel A. 1940-1980 Average,background,,6.092375262035555,12.563079038547464
Panel A. 1940-1980 Average,background,,9.811416559327768,20.758016844839773
Panel A. 1940-1980 Average,background,,82.41187245098244,59.09924501036913
Panel A. 1940-1980 Average,background,,59.56086288639225,55.1690850688162
Panel A. 1940-1980 Average,background,,87.2157753416523,35.11538184090233
Panel A. 1940-1980 Average,background,,50.643623946604045,17.246018518914905
Panel A. 1940-1980 Average,background,,42.48613718931878,46.84468641717115
Panel A. 1940-1980 Average,background,,6.059798883735279,30.102931315628393
Panel A. 1940-1980 Average,background,,13.570894467269468,1.0
Panel A. 1940-1980 Average,background,,3.1293783440335954,15.567520197871264
Panel A. 1940-1980 Average,background,,94.81542678251665,75.54689290651228
Panel A. 1940-1980 Average,background,,67.56425435087337,99.0
Panel A. 1940-1980 Average,background,,59.37834520885985,38.70874036127869
Panel A. 1940-1980 Average,background,,80.69726275089297,99.0
Panel A. 1940-1980 Average,background,,52.66614544760012,53.96638881935044
Panel A. 1940-1980 Average,background,,95.23426057163712,26.614427847357184
Panel A. 1940-1980 Average,background,,92.79718038642118,87.7848621487841
Panel A. 1940-1980 Average,background,,76.2681884167083,67.62804286742163
Panel A. 1940-1980 Average,background,,24.655862937991035,3.8346081712847955
Panel A. 1940-1980 Average,background,,16.3240383188504,6.36141436882308
Panel A. 1940-1980 Average,background,,90.72494749720197,58.665644569257815
Panel A. 1940-1980 Average,background,,54.521998978383856,29.184366660342242
Panel A. 1940-1980 Average,background,,37.91116069076682,39.65555066325326
Panel A. 1940-1980 Average,background,,58.11289284761718,33.1100659840869
Panel A. 1940-1980 Average,background,,43.183936435378115,41.37034580446073
Panel A. 1940-1980 Average,background,,8.223569478232518,5.875059927929959
Panel A. 1940-1980 Average,background,,39.72472788767484,54.16563495143657
Panel A. 1940-1980 Average,background,,60.495384951030296,33.36433400408404
Panel A. 1940-1980 Average,background,,18.34081813337893,43.831302647201085
Panel A. 1940-1980 Average,background,,21.788098941416546,37.26828073315728
Panel A. 1940-1980 Average,background,,69.56077285901443,86.27795069481992
Panel A. 1940-1980 Average,background,,69.05717875316655,99.0
Panel A. 1940-1980 Average,background,,20.184604306343946,44.415612788026564
Panel A. 1940-1980 Average,background,,9.5968866078326,15.385094043757531
Panel A. 1940-1980 Average,background,,23.708277376599764,54.89844302879587
Panel A. 1940-1980 Average,background,,74.22208927999628,86.31373187504408
Panel A. 1940-1980 Average,background,,63.55441905994659,45.6095430325077
Panel A. 1940-1980 Average,background,,61.824298204156456,40.53180421461509
Panel A. 1940-1980 Average,background,,35.56785780740284,29.994643985489912
Panel A. 1940-1980 Average,background,,63.93658513802746,33.032786120136414
Panel A. 1940-1980 Average,background,,81.31568278917422,53.664327489982895
Panel A. 1940-1980 Average,background,,13.309779178996672,22.69770364984709
Panel A. 1940-1980 Average,background,,25.588688750646416,8.69423258626243
Panel A. 1940-1980 Average,background,,37.319067323957675,7.054068031126761
Panel A. 1940-1980 Average,background,,6.127865950962475,8.18419483164897
Panel A. 1940-1980 Average,background,,48.79902657391432,39.71647564753622
Panel A. 1940-1980 Average,background,,86.14243836921499,93.83502562260243
Panel A. 1940-1980 Average,background,,23.042639932064933,33.30776097320026
Panel A. 1940-1980 Average,background,,67.87938383054045,19.625266512054417
Panel A. 1940-1980 Average,background,,54.31061624193207,46.33312924509742
Panel A. 1940-1980 Average,background,,93.86856859027492,30.1179356433316
Panel A. 1940-1980 Average,background,,81.96650514928953,69.07847790183375
Panel A. 1940-1980 Average,background,,11.084281715156962,20.334791027433116
Panel A. 1940-1980 Average,background,,79.47695475765366,51.355488470316594
Panel A. 1940-1980 Average,background,,16.838073634537352,1.0
Panel A. 1940-1980 Average,background,,74.17682179008371,75.42157981863863
Panel A. 1940-1980 Average,background,,58.011285326967354,32.22941120288954
Panel A. 1940-1980 Average,background,,95.2128227963633,77.54301894168869
Panel A. 1940-1980 Average,background,,90.01999580370621,60.25663661492244
Panel A. 1940-1980 Average,background,,55.564425906276895,56.59517062141796
Panel A. 1940-1980 Average,background,,5.23101116466993,1.0
Panel A. 1940-1980 Average,background,,9.000742254677574,1.0
Panel A. 1940-1980 Average,background,,82.51386858830934,88.05383942627364
Panel A. 1940-1980 Average,background,,64.36133080832626,48.52695035841475
Panel A. 1940-1980 Average,background,,33.25046290121816,85.06648760341275
Panel A. 1940-1980 Average,background,,9.593343231128049,21.955014870871143
Panel A. 1940-1980 Average,background,,33.16961143822482,39.028107890805096
Panel A. 1940-1980 Average,background,,90.27322903562603,71.93438009624334
Panel A. 1940-1980 Average,background,,2.441500394867624,1.0
Panel A. 1940-1980 Average,background,,60.12686864575658,52.89775231784166
Panel A. 1940-1980 Average,background,,31.127836400043364,11.019016670487915
Panel A. 1940-1980 Average,background,,57.115428985497495,64.97148476163817
Panel A. 1940-1980 Average,background,,20.918968562184183,6.396321867566918
Panel A. 1940-1980 Average,background,,17.259233753275048,40.65422075176866
Panel A. 1940-1980 Average,background,,34.22546347338502,43.08034339979637
Panel A. 1940-1980 Average,background,,44.435195091041,57.082118543741956
Panel A. 1940-1980 Average,background,,82.54656362637373,45.6822757885416
Panel A. 1940-1980 Average,background,,60.39376514857832,82.53060243766953
Panel A. 1940-1980 Average,background,,18.521308123742696,24.19193232041923
Panel A. 1940-1980 Average,background,,96.32678656716817,88.4814844648008
Panel A. 1940-1980 Average,background,,79.02741498540978,66.99369851591699
Panel A. 1940-1980 Average,background,,39.99667520910523,91.1769889906828
Panel A. 1940-1980 Average,background,,93.61907583920535,43.79299773660095
Panel A. 1940-1980 Average,background,,31.130359000210795,38.63253224693548
Panel A. 1940-1980 Average,background,,75.8174138697231,30.803124419818054
Panel A. 1940-1980 Average,background,,33.47572357305734,4.214210130109407
Panel A. 1940-1980 Average,background,,89.90030148841792,80.98830174103053
Panel A. 1940-1980 Average,background,,75.51751565873312,71.62768030187361
Panel A. 1940-1980 Average,background,,92.6736371245044,56.02201981515974
Panel A. 1940-1980 Average,background,,29.43463363678426,68.61385092632742
Panel A. 1940-1980 Average,background,,5.092072959540439,1.0
Panel A. 1940-1980 Average,background,,3.1183250178488997,27.347779384375094
Panel A. 1940-1980 Average,background,,62.141707945181736,30.170578471488334
Panel A. 1940-1980 Average,background,,41.771485382168294,53.36110781102081
Panel A. 1940-1980 Average,background,,42.80012552170983,79.96665082864173
Panel A. 1940-1980 Average,background,,10.699339306118693,9.06878345636625
Panel A. 1940-1980 Average,background,,78.79808159377549,99.0
Panel A. 1940-1980 Average,background,,2.4436554284546164,3.0843070422898045
Panel A. 1940-1980 Average,background,,26.741502386076178,66.83522717296707
Panel A. 1940-1980 Average,background,,37.06062136193322,5.381090253626354
Panel A. 1940-1980 Average,background,,44.078750632142096,76.6748147518276
Panel A. 1940-1980 Average,background,,2.209519064803689,18.704335196144754
Panel A. 1940-1980 Average,background,,30.39065655713571,32.825402414180935
Panel A. 1940-1980 Average,background,,73.0060394168622,52.11429933539259
Panel A. 1940-1980 Average,background,,34.69765489115737,10.541534352146638
Panel A. 1940-1980 Average,background,,94.54047273523128,99.0
Panel A. 1940-1980 Average,background,,83.8633582509195,61.90229967664789
Panel A. 1940-1980 Average,background,,92.37935091071469,73.92002459876117
Panel A. 1940-1980 Average,background,,44.67739115676708,45.34942761402962
Panel A. 1940-1980 Average,background,,79.84504133227477,50.003349000400625
Panel A. 1940-1980 Average,background,,57.00635861867034,42.3703648964857
Panel A. 1940-1980 Average,background,,20.002684324805607,1.0
Panel A. 1940-1980 Average,background,,72.64976161658491,44.0850213463396
Panel A. 1940-1980 Average,background,,1.4634509814460017,1.0
Panel A. 1940-1980 Average,background,,96.24667689726597,49.654707398614704
Panel A. 1940-1980 Average,background,,19.648010669319728,1.0
Panel A. 1940-1980 Average,background,,74.60103950988923,52.52796745184534
Panel A. 1940-1980 Average,background,,37.87467976544717,64.90266481314688
Panel A. 1940-1980 Average,background,,53.34468535752678,71.12714663694939
Panel A. 1940-1980 Average,background,,54.77577408200498,25.902723219421375
Panel A. 1940-1980 Average,background,,89.26186063547534,64.9081820558035
Panel A. 1940-1980 Average,background,,90.5893081416885,36.46220616885352
Panel A. 1940-1980 Average,labeled,Cashiers,4.248195423356871,3.0
Panel A. 1940-1980 Average,labeled,Food preparation,12.94741604527324,34.41211363205884
Panel A. 1940-1980 Average,labeled,Office clerks,21.626897019378525,48.93040307059238
Panel A. 1940-1980 Average,labeled,Retail salespersons,16.2406322418644,36.82253300973429
Panel A. 1940-1980 Average,labeled,Bookkeeping clerks,16.30078371325346,7.755516615461522
Panel A. 1940-1980 Average,labeled,Secretaries,24.365756855957123,12.396128109023081
Panel A. 1940-1980 Average,labeled,Machinists,22.768415504031573,26.528131879091884
Panel A. 1940-1980 Average,labeled,Construction laborers,32.116098716107466,46.701680918366485
Panel A. 1940-1980 Average,labeled,Truck drivers,31.538246367600856,32.51997818122748
Panel A. 1940-1980 Average,labeled,Nursing assistants,42.13697646968393,17.34018531348528
Panel A. 1940-1980 Average,labeled,Teachers,44.126942346153015,29.696674788251194
Panel A. 1940-1980 Average,labeled,Accountants,39.07265893174262,17.31503439958417
Panel A. 1940-1980 Average,labeled,Electricians,49.30833789360762,22.999249204830516
Panel A. 1940-1980 Average,labeled,Engineers,59.004985725751474,56.24875353336438
Panel A. 1940-1980 Average,labeled,Computer programmers,60.92163129583705,55.64425687566216
Panel A. 1940-1980 Average,labeled,Managers,60.588403239608006,59.5982752461004
Panel A. 1940-1980 Average,labeled,Lawyers,65.82083267495373,47.495369513710536
Panel A. 1940-1980 Average,labeled,Pharmacists,66.78354326182573,48.79530315710226
Panel A. 1940-1980 Average,labeled,Dentists,74.47324710274603,41.942229095891065
Panel A. 1940-1980 Average,labeled,Physicians,82.42833367982796,71.18326259981752
Panel A. 1940-1980 Average,labeled,Economists,83.01685314269379,73.5237694730832
Panel A. 1940-1980 Average,labeled,Editors,83.51183181174171,49.076962672279734
Panel A. 1940-1980 Average,labeled,Designers,88.35841906272626,67.27076733385071
Panel A. 1940-1980 Average,labeled,Police officers,91.03552435587733,76.99859444116997
Panel A. 1940-1980 Average,labeled,Social workers,86.4989811307104,50.84476860299884
Panel A. 1940-1980 Average,fit,,0.0,3.0
Panel A. 1940-1980 Average,fit,,100.0,95.0
Panel B. 1980-2018 Average,background,,93.63358073585614,99.0
Panel B. 1980-2018 Average,background,,91.30480062341563,91.35406906184761
Panel B. 1980-2018 Average,background,,77.65115396181689,86.66710971718635
Panel B. 1980-2018 Average,background,,82.36089085057004,60.28701934565348
Panel B. 1980-2018 Average,background,,84.99588481601367,76.02686220541369
Panel B. 1980-2018 Average,background,,78.31062949521804,88.86197720584063
Panel B. 1980-2018 Average,background,,84.40981659888234,98.88978399752533
Panel B. 1980-2018 Average,background,,52.469186555658375,77.51104917497949
Panel B. 1980-2018 Average,background,,25.39104730581172,50.85521158227725
Panel B. 1980-2018 Average,background,,64.76262746292885,78.39029093497588
Panel B. 1980-2018 Average,background,,42.1973200024333,32.4540795712351
Panel B. 1980-2018 Average,background,,4.498137283625347,23.313046464418854
Panel B. 1980-2018 Average,background,,67.87584522481403,86.72275862227536
Panel B. 1980-2018 Average,background,,78.94696108043665,99.0
Panel B. 1980-2018 Average,background,,73.49552687790118,53.28226944304312
Panel B. 1980-2018 Average,background,,54.93316769073437,61.52591044328373
Panel B. 1980-2018 Average,background,,76.61249912862976,81.04179844128763
Panel B. 1980-2018 Average,background,,13.092260952109235,19.779707309264637
Panel B. 1980-2018 Average,background,,36.48853439552436,57.098815999471135
Panel B. 1980-2018 Average,background,,94.94352076644051,74.3571025144535
Panel B. 1980-2018 Average,background,,36.906847026454074,33.99076271995232
Panel B. 1980-2018 Average,background,,46.16842520191739,1.0
Panel B. 1980-2018 Average,background,,0.13553526456797638,36.4984111731717
Panel B. 1980-2018 Average,background,,70.36841406018821,60.15270883364682
Panel B. 1980-2018 Average,background,,93.27668632269223,68.57379858387866
Panel B. 1980-2018 Average,background,,28.77262645461721,74.8546343676459
Panel B. 1980-2018 Average,background,,73.33438398333395,75.43459654083725
Panel B. 1980-2018 Average,background,,45.14567549837404,72.35862754306791
Panel B. 1980-2018 Average,background,,27.067866607161296,43.91126167622286
Panel B. 1980-2018 Average,background,,71.670056540582,59.918328765217026
Panel B. 1980-2018 Average,background,,27.515798295539696,59.29820099321492
Panel B. 1980-2018 Average,background,,96.5936784848798,94.07224708753097
Panel B. 1980-2018 Average,background,,84.57214498915607,99.0
Panel B. 1980-2018 Average,background,,60.11390328566654,72.04541362722438
Panel B. 1980-2018 Average,background,,22.919930088166552,31.154781096458443
Panel B. 1980-2018 Average,background,,61.171903048450574,66.42536058192125
Panel B. 1980-2018 Average,background,,55.14984974600643,76.95079094435718
Panel B. 1980-2018 Average,background,,20.760076983210517,24.27973009603903
Panel B. 1980-2018 Average,background,,44.49648434343148,46.62875079413491
Panel B. 1980-2018 Average,background,,89.96464614888693,65.73209561980148
Panel B. 1980-2018 Average,background,,96.50978941051348,97.40344286373075
Panel B. 1980-2018 Average,background,,45.608342930575354,74.66535371325938
Panel B. 1980-2018 Average,background,,83.86193484488827,50.36760541011094
Panel B. 1980-2018 Average,background,,16.74462275510954,11.82524747999041
Panel B. 1980-2018 Average,background,,62.248853074051084,45.624628342496095
Panel B. 1980-2018 Average,background,,80.21683957680804,92.9364421873336
Panel B. 1980-2018 Average,background,,76.97113838371652,93.24252617213637
Panel B. 1980-2018 Average,background,,31.550424104774123,55.26753348772188
Panel B. 1980-2018 Average,background,,93.34181297814631,94.78330215657655
Panel B. 1980-2018 Average,background,,95.63874445685674,70.9770691189935
Panel B. 1980-2018 Average,background,,21.41882145394125,88.8907780404773
Panel B. 1980-2018 Average,background,,57.78476742849089,15.170306499798485
Panel B. 1980-2018 Average,background,,53.22627862453446,55.00124190405708
Panel B. 1980-2018 Average,background,,35.15695766066776,51.11676726295531
Panel B. 1980-2018 Average,background,,12.946682667997923,37.26644722423171
Panel B. 1980-2018 Average,background,,43.22185722740052,29.175804465585216
Panel B. 1980-2018 Average,background,,68.53204740742152,74.59129100250355
Panel B. 1980-2018 Average,background,,86.69088052958261,95.27278906782739
Panel B. 1980-2018 Average,background,,11.918702154598048,65.654420562394
Panel B. 1980-2018 Average,background,,89.01291454212571,70.65794543027202
Panel B. 1980-2018 Average,background,,26.346234396722966,60.01161165361026
Panel B. 1980-2018 Average,background,,66.07597161675734,82.35678009143705
Panel B. 1980-2018 Average,background,,54.07137154385349,90.48383522975998
Panel B. 1980-2018 Average,background,,38.69402941997914,61.67939178946523
Panel B. 1980-2018 Average,background,,85.90229471735698,47.33684159749292
Panel B. 1980-2018 Average,background,,24.521858855121103,49.865665183936656
Panel B. 1980-2018 Average,background,,44.162078692192665,1.3775704500481396
Panel B. 1980-2018 Average,background,,43.105280721519456,30.828164242899554
Panel B. 1980-2018 Average,background,,67.65233907787116,54.62238041216342
Panel B. 1980-2018 Average,background,,66.30608860554442,50.663908565868525
Panel B. 1980-2018 Average,background,,47.02938074068008,50.42982230333313
Panel B. 1980-2018 Average,background,,48.28021758975459,46.01925190274386
Panel B. 1980-2018 Average,background,,1.6610365301799268,23.968577722209087
Panel B. 1980-2018 Average,background,,23.11285648419046,57.87491025896149
Panel B. 1980-2018 Average,background,,89.5379104283293,88.19331203460735
Panel B. 1980-2018 Average,background,,50.36295653758705,99.0
Panel B. 1980-2018 Average,background,,30.346561738342835,54.236378681032775
Panel B. 1980-2018 Average,background,,1.6537081677728938,1.0
Panel B. 1980-2018 Average,background,,3.6504367969930285,51.5858966236785
Panel B. 1980-2018 Average,background,,94.7468601685241,99.0
Panel B. 1980-2018 Average,background,,73.74997383930011,83.56477108378228
Panel B. 1980-2018 Average,background,,40.22711231267581,42.32805757855347
Panel B. 1980-2018 Average,background,,16.48339055593081,14.694741781614532
Panel B. 1980-2018 Average,background,,89.17945726642,99.0
Panel B. 1980-2018 Average,background,,56.15474058591179,38.571178268796054
Panel B. 1980-2018 Average,background,,44.80091276037751,91.29765217128012
Panel B. 1980-2018 Average,background,,35.15472940344836,8.603831851163704
Panel B. 1980-2018 Average,background,,40.532700374357574,85.82552490915809
Panel B. 1980-2018 Average,background,,86.01737384730737,99.0
Panel B. 1980-2018 Average,background,,60.05956212246043,59.94718340862267
Panel B. 1980-2018 Average,background,,5.408032613909731,2.9165674867205844
Panel B. 1980-2018 Average,background,,47.31583116548544,46.96167370783356
Panel B. 1980-2018 Average,background,,79.10026120403973,71.2052147674818
Panel B. 1980-2018 Average,background,,43.93468403867817,72.87579648325462
Panel B. 1980-2018 Average,background,,21.166501961984853,80.49844510813065
Panel B. 1980-2018 Average,background,,96.7798934451039,92.62435298132145
Panel B. 1980-2018 Average,background,,45.70508796930639,54.99970855256732
Panel B. 1980-2018 Average,background,,89.53189499685557,68.09350511216857
Panel B. 1980-2018 Average,background,,85.52984279688583,99.0
Panel B. 1980-2018 Average,background,,44.854821535768366,52.505504826688316
Panel B. 1980-2018 Average,background,,75.38232185511743,75.94137676845564
Panel B. 1980-2018 Average,background,,52.96337087402642,56.376087306344154
Panel B. 1980-2018 Average,background,,82.06100231372197,84.4439550920612
Panel B. 1980-2018 Average,background,,54.845132020216944,95.98881714156288
Panel B. 1980-2018 Average,background,,69.03064795699166,85.10893530584696
Panel B. 1980-2018 Average,background,,89.68311485752555,55.40165284048645
Panel B. 1980-2018 Average,background,,99.29695541635543,99.0
Panel B. 1980-2018 Average,background,,39.5761810239732,67.16833393953334
Panel B. 1980-2018 Average,background,,93.00476182433277,54.6942916986763
Panel B. 1980-2018 Average,background,,38.57398611043858,33.64755527634706
Panel B. 1980-2018 Average,background,,9.65429793448942,40.85702253926657
Panel B. 1980-2018 Average,background,,28.05056067221827,51.75847824012426
Panel B. 1980-2018 Average,background,,37.436103724653066,67.50001489800593
Panel B. 1980-2018 Average,background,,66.79746241590489,61.25687595114687
Panel B. 1980-2018 Average,background,,82.32126006194115,75.1023294594956
Panel B. 1980-2018 Average,background,,80.25923062228884,99.0
Panel B. 1980-2018 Average,background,,37.95882878381786,60.43973822391288
Panel B. 1980-2018 Average,background,,18.165530295626354,20.165844722383866
Panel B. 1980-2018 Average,background,,43.44360775110587,38.09914050664477
Panel B. 1980-2018 Average,background,,79.07484101674929,76.65399759807116
Panel B. 1980-2018 Average,background,,94.11483170302323,80.14728105103939
Panel B. 1980-2018 Average,background,,16.444390715261115,26.325511702297014
Panel B. 1980-2018 Average,background,,44.24470035052322,53.24228197187357
Panel B. 1980-2018 Average,background,,94.86809837894857,99.0
Panel B. 1980-2018 Average,background,,53.24812367283216,38.83789680475339
Panel B. 1980-2018 Average,background,,50.04140021102511,37.009342377292306
Panel B. 1980-2018 Average,background,,98.3958512087545,99.0
Panel B. 1980-2018 Average,background,,38.41540818868812,41.86478405513151
Panel B. 1980-2018 Average,background,,82.50546708928842,89.11190041225818
Panel B. 1980-2018 Average,background,,27.08761229553144,30.80275721980737
Panel B. 1980-2018 Average,background,,48.34917285273773,95.47068369857443
Panel B. 1980-2018 Average,background,,52.9753209831646,79.5730389905727
Panel B. 1980-2018 Average,background,,57.53517684279623,48.39416554199545
Panel B. 1980-2018 Average,background,,77.58008211923506,85.43347919175065
Panel B. 1980-2018 Average,background,,18.081206285933725,46.536661677641035
Panel B. 1980-2018 Average,background,,58.25361831453606,72.80191579416615
Panel B. 1980-2018 Average,background,,3.411023101351085,10.062230486290808
Panel B. 1980-2018 Average,background,,64.87953929941634,57.632978560623144
Panel B. 1980-2018 Average,background,,44.451126544235066,50.828484467544115
Panel B. 1980-2018 Average,background,,1.1614276636070842,1.0
Panel B. 1980-2018 Average,background,,56.906237319935585,34.928302660298996
Panel B. 1980-2018 Average,background,,25.53611997897749,19.22824725185287
Panel B. 1980-2018 Average,background,,51.72884605050279,71.15770567950806
Panel B. 1980-2018 Average,background,,55.12445555897266,62.936329105572966
Panel B. 1980-2018 Average,background,,63.846619746059204,28.48998561928377
Panel B. 1980-2018 Average,background,,66.02016441868575,47.352369691456175
Panel B. 1980-2018 Average,background,,64.23052732605625,84.91252791271467
Panel B. 1980-2018 Average,background,,89.14440857143079,47.696002335267465
Panel B. 1980-2018 Average,background,,59.56694399783352,47.079630517001576
Panel B. 1980-2018 Average,background,,27.745706234114962,12.287881888115159
Panel B. 1980-2018 Average,background,,30.712566884038118,28.79766451213023
Panel B. 1980-2018 Average,background,,41.546222162864964,47.94303231294192
Panel B. 1980-2018 Average,background,,63.80885430965604,60.65528747763174
Panel B. 1980-2018 Average,background,,82.04207566897614,32.28368613977901
Panel B. 1980-2018 Average,background,,4.6615091117096945,8.365077096803535
Panel B. 1980-2018 Average,background,,6.434813978099818,18.957609023815337
Panel B. 1980-2018 Average,background,,22.54969999514458,44.79812013892881
Panel B. 1980-2018 Average,background,,35.876922039539224,46.31372908937686
Panel B. 1980-2018 Average,background,,79.33288955697704,75.9132601703334
Panel B. 1980-2018 Average,background,,89.29383010157585,92.90927472780918
Panel B. 1980-2018 Average,background,,77.43383581018082,63.78584439343532
Panel B. 1980-2018 Average,background,,92.81417074471744,63.59435889746487
Panel B. 1980-2018 Average,background,,3.23921135494869,8.753997651893794
Panel B. 1980-2018 Average,background,,54.946766379469324,54.784364361800684
Panel B. 1980-2018 Average,background,,97.09288849156556,90.852818205898
Panel B. 1980-2018 Average,background,,37.156331360882334,64.28977726471832
Panel B. 1980-2018 Average,background,,80.6367914460855,49.67176934046306
Panel B. 1980-2018 Average,background,,69.03371959633617,99.0
Panel B. 1980-2018 Average,background,,15.845960752691967,17.743228325865015
Panel B. 1980-2018 Average,background,,33.07753528584201,31.829684761358365
Panel B. 1980-2018 Average,background,,33.63400446325442,10.379303731332016
Panel B. 1980-2018 Average,background,,31.36440439267768,41.397900936568504
Panel B. 1980-2018 Average,background,,91.44432154565585,35.992510666564534
Panel B. 1980-2018 Average,background,,3.2217449435066103,55.55451141343041
Panel B. 1980-2018 Average,background,,75.44202353620197,53.684061791582955
Panel B. 1980-2018 Average,background,,60.67337713549534,83.99819429601799
Panel B. 1980-2018 Average,background,,7.1438930648689,1.0
Panel B. 1980-2018 Average,background,,60.14737638610236,92.86282451676868
Panel B. 1980-2018 Average,background,,2.302312097973569,1.9915197691949338
Panel B. 1980-2018 Average,background,,31.088542645036178,55.292691292471375
Panel B. 1980-2018 Average,labeled,Cashiers,6.527664593932354,41.38113416670355
Panel B. 1980-2018 Average,labeled,Food preparation,4.7088613732131,39.362232392176416
Panel B. 1980-2018 Average,labeled,Office clerks,12.84009898304433,34.754731768797015
Panel B. 1980-2018 Average,labeled,Retail salespersons,11.625788218995673,13.615225361345061
Panel B. 1980-2018 Average,labeled,Bookkeeping clerks,17.243545042722438,23.16390707893624
Panel B. 1980-2018 Average,labeled,Secretaries,26.276470154070623,43.773937055349144
Panel B. 1980-2018 Average,labeled,Machinists,29.472751902886166,28.096280562714327
Panel B. 1980-2018 Average,labeled,Construction laborers,25.860035288686063,43.92188827172479
Panel B. 1980-2018 Average,labeled,Truck drivers,38.06437820057596,40.84417956530135
Panel B. 1980-2018 Average,labeled,Nursing assistants,36.88309120217044,58.902282924775136
Panel B. 1980-2018 Average,labeled,Teachers,50.072848039034184,59.890253032097846
Panel B. 1980-2018 Average,labeled,Accountants,50.39979682781543,62.551821982911044
Panel B. 1980-2018 Average,labeled,Electricians,55.40532362437611,38.2651917431196
Panel B. 1980-2018 Average,labeled,Engineers,58.04175972668835,53.22037814019315
Panel B. 1980-2018 Average,labeled,Computer programmers,58.866750387810846,51.126511089322406
Panel B. 1980-2018 Average,labeled,Managers,61.54427954793206,46.229468606930766
Panel B. 1980-2018 Average,labeled,Lawyers,60.432932634768314,47.80800975870845
Panel B. 1980-2018 Average,labeled,Pharmacists,71.08715893975035,70.28335532020756
