series,color,line,x,density
Treatment Democrat,#4058ff,solid,-1.7083798882681567,0.21061849817520648
Treatment Democrat,#4058ff,solid,-1.6648044692737431,0.23130583641032812
Treatment Democrat,#4058ff,solid,-1.6212290502793296,0.25292021625209815
Treatment Democrat,#4058ff,solid,-1.577653631284916,0.27535145230326613
Treatment Democrat,#4058ff,solid,-1.534078212290503,0.2984682039153726
Treatment Democrat,#4058ff,solid,-1.4905027932960895,0.3221184840645178
Treatment Democrat,#4058ff,solid,-1.446927374301676,0.3461306793152686
Treatment Democrat,#4058ff,solid,-1.4033519553072624,0.37031509603493706
Treatment Democrat,#4058ff,solid,-1.3597765363128493,0.3944660326423084
Treatment Democrat,#4058ff,solid,-1.3162011173184358,0.4183643610896513
Treatment Democrat,#4058ff,solid,-1.2726256983240223,0.44178058356264605
Treatment Democrat,#4058ff,solid,-1.2290502793296092,0.4644783131890412
Treatment Democrat,#4058ff,solid,-1.1854748603351957,0.4862181110669562
Treatment Democrat,#4058ff,solid,-1.1418994413407821,0.5067615968645739
Treatment Democrat,#4058ff,solid,-1.0983240223463686,0.52587573729066
Treatment Democrat,#4058ff,solid,-1.0547486033519555,0.5433372065206057
Treatment Democrat,#4058ff,solid,-1.011173184357542,0.5589367057271365
Treatment Democrat,#4058ff,solid,-0.9675977653631285,0.5724831256301385
Treatment Democrat,#4058ff,solid,-0.9240223463687154,0.5838074367222439
Treatment Democrat,#4058ff,solid,-0.8804469273743019,0.5927661966569964
Treatment Democrat,#4058ff,solid,-0.8368715083798883,0.5992445731396353
Treatment Democrat,#4058ff,solid,-0.7932960893854748,0.6031587932934668
Treatment Democrat,#4058ff,solid,-0.7497206703910617,0.6044579464727265
Treatment Democrat,#4058ff,solid,-0.7061452513966482,0.6031250862859453
Treatment Democrat,#4058ff,solid,-0.6625698324022347,0.5991775984816714
Treatment Democrat,#4058ff,solid,-0.6189944134078216,0.5926668235318453
Treatment Democrat,#4058ff,solid,-0.575418994413408,0.5836769453665667
Treatment Democrat,#4058ff,solid,-0.5318435754189945,0.5723231798861774
Treatment Democrat,#4058ff,solid,-0.488268156424581,0.558749317742463
Treatment Democrat,#4058ff,solid,-0.4446927374301679,0.5431246946422195
Treatment Democrat,#4058ff,solid,-0.4011173184357544,0.5256406783845378
Treatment Democrat,#4058ff,solid,-0.35754189944134085,0.5065067744298926
Treatment Democrat,#4058ff,solid,-0.3139664804469273,0.4859464606019235
Treatment Democrat,#4058ff,solid,-0.27039106145251424,0.46419286630060486
Treatment Democrat,#4058ff,solid,-0.2268156424581007,0.4414844122956198
Treatment Democrat,#4058ff,solid,-0.18324022346368718,0.41806052388455034
Treatment Democrat,#4058ff,solid,-0.1396648044692741,0.3941575232199262
Treatment Democrat,#4058ff,solid,-0.09608938547486057,0.3700047963557075
Treatment Democrat,#4058ff,solid,-0.05251396648044704,0.3458213175802983
Treatment Democrat,#4058ff,solid,-0.00893854748603351,0.3218125985213751
Treatment Democrat,#4058ff,solid,0.034636871508379574,0.29816811301430274
Treatment Democrat,#4058ff,solid,0.0782122905027931,0.27505923152748185
Treatment Democrat,#4058ff,solid,0.12178770949720663,0.2526376817278698
Treatment Democrat,#4058ff,solid,0.16536312849161972,0.23103453519665104
Treatment Democrat,#4058ff,solid,0.20893854748603324,0.21035970494573764
Treatment Democrat,#4058ff,solid,0.25251396648044633,0.19070192472469677
Treatment Democrat,#4058ff,solid,0.2960893854748603,0.17212916952111484
Treatment Democrat,#4058ff,solid,0.3396648044692734,0.15468946740500703
Treatment Democrat,#4058ff,solid,0.38324022346368647,0.13841204609054994
Treatment Democrat,#4058ff,solid,0.42681564245810044,0.12330875331234814
Treatment Democrat,#4058ff,solid,0.4703910614525135,0.1093756882591996
Treatment Democrat,#4058ff,solid,0.5139664804469275,0.09659498170466851
Treatment Democrat,#4058ff,solid,0.5575418994413406,0.08493666487435693
Treatment Democrat,#4058ff,solid,0.6011173184357537,0.0743605711919755
Treatment Democrat,#4058ff,solid,0.6446927374301676,0.06481822051099347
Treatment Democrat,#4058ff,solid,0.6882681564245807,0.056254641909168776
Treatment Democrat,#4058ff,solid,0.7318435754189938,0.04861009824368837
Treatment Democrat,#4058ff,solid,0.7754189944134078,0.04182168309543115
Treatment Democrat,#4058ff,solid,0.8189944134078209,0.03582476816200698
Treatment Democrat,#4058ff,solid,0.862569832402234,0.030554286320383987
Treatment Democrat,#4058ff,solid,0.9061452513966479,0.02594584224723341
Treatment Democrat,#4058ff,solid,0.949720670391061,0.021936648484914327
Treatment Democrat,#4058ff,solid,0.993296089385475,0.018466290050638285
Treatment Democrat,#4058ff,solid,1.036871508379888,0.015477325032318377
Treatment Democrat,#4058ff,solid,1.0804469273743011,0.012915732068775342
Treatment Democrat,#4058ff,solid,1.1240223463687151,0.010731218186045152
Treatment Democrat,#4058ff,solid,1.1675977653631282,0.008877402200442362
Treatment Democrat,#4058ff,solid,1.2111731843575413,0.007311889873855119
Treatment Democrat,#4058ff,solid,1.2547486033519553,0.005996257307382249
Treatment Democrat,#4058ff,solid,1.2983240223463683,0.004895958787635721
Treatment Democrat,#4058ff,solid,1.3418994413407814,0.003980174563045881
Treatment Democrat,#4058ff,solid,1.3854748603351954,0.003221612932418434
Treatment Democrat,#4058ff,solid,1.4290502793296085,0.0025962796771598806
Treatment Democrat,#4058ff,solid,1.4726256983240216,0.0020832263560537044
Treatment Democrat,#4058ff,solid,1.5162011173184355,0.0016642873904090878
Treatment Democrat,#4058ff,solid,1.5597765363128486,0.001323814268552433
Treatment Democrat,#4058ff,solid,1.6033519553072626,0.0010484136495960263
Treatment Democrat,#4058ff,solid,1.6469273743016757,0.0008266946917162999
Treatment Democrat,#4058ff,solid,1.6905027932960888,0.0006490296018923695
Treatment Democrat,#4058ff,solid,1.7340782122905027,0.000507330222949474
Treatment Democrat,#4058ff,solid,1.7776536312849158,0.00039484245064898683
Treatment Democrat,#4058ff,solid,1.821229050279329,0.00030595941095226946
Treatment Democrat,#4058ff,solid,1.8648044692737429,0.00023605362123753785
Treatment Democrat,#4058ff,solid,1.908379888268156,0.00018132779984296094
Treatment Democrat,#4058ff,solid,1.951955307262569,0.00013868356291356907
Treatment Democrat,#4058ff,solid,1.995530726256983,0.00010560694094039809
Treatment Democrat,#4058ff,solid,2.039106145251396,8.00694432668081e-05
Treatment Democrat,#4058ff,solid,2.08268156424581,6.0443280681286065e-05
Treatment Democrat,#4058ff,solid,2.126256983240223,4.542930804749909e-05
Treatment Democrat,#4058ff,solid,2.1698324022346362,3.3996255857241844e-05
Treatment Democrat,#4058ff,solid,2.21340782122905,2.532986819769492e-05
Treatment Democrat,#4058ff,solid,2.2569832402234633,1.879064313087042e-05
Treatment Democrat,#4058ff,solid,2.3005586592178764,1.3878969868137944e-05
Treatment Democrat,#4058ff,solid,2.3441340782122904,1.0206567097264964e-05
Treatment Democrat,#4058ff,solid,2.3877094972067034,7.473241738595775e-06
Treatment Democrat,#4058ff,solid,2.4312849162011165,5.4481021292048574e-06
Treatment Democrat,#4058ff,solid,2.4748603351955305,3.9544703480658725e-06
Treatment Democrat,#4058ff,solid,2.5184357541899436,2.8578424331972368e-06
Treatment Democrat,#4058ff,solid,2.5620111731843567,2.0563408877319448e-06
Treatment Democrat,#4058ff,solid,2.6055865921787706,1.4731901803753344e-06
Treatment Democrat,#4058ff,solid,2.6491620111731837,1.0508225731814103e-06
Treatment Democrat,#4058ff,solid,2.6927374301675977,7.462886648630972e-07
Treatment Democrat,#4058ff,solid,2.736312849162011,5.27704953498365e-07
Treatment Democrat,#4058ff,solid,2.779888268156424,3.715201472047434e-07
Treatment Democrat,#4058ff,solid,2.823463687150838,2.6042366296138117e-07
Treatment Democrat,#4058ff,solid,2.867039106145251,1.8175459108042943e-07
Treatment Democrat,#4058ff,solid,2.910614525139664,1.2629821432320225e-07
Treatment Democrat,#4058ff,solid,2.954189944134078,8.738077745694792e-08
Treatment Democrat,#4058ff,solid,2.997765363128491,6.019237400245661e-08
Treatment Democrat,#4058ff,solid,3.041340782122904,4.1283253271022887e-08
Treatment Democrat,#4058ff,solid,3.084916201117318,2.8191178360846254e-08
Treatment Democrat,#4058ff,solid,3.128491620111731,1.9167232828346725e-08
Treatment Democrat,#4058ff,solid,3.172067039106145,1.2975152805149947e-08
Treatment Democrat,#4058ff,solid,3.2156424581005583,8.745253795485764e-09
Treatment Democrat,#4058ff,solid,3.2592178770949713,5.868663762119495e-09
Treatment Democrat,#4058ff,solid,3.3027932960893853,3.921145085194359e-09
Treatment Democrat,#4058ff,solid,3.3463687150837984,2.608515787107381e-09
Treatment Democrat,#4058ff,solid,3.3899441340782115,1.7277499969440726e-09
Treatment Democrat,#4058ff,solid,3.4335195530726255,1.1393973524841475e-09
Treatment Democrat,#4058ff,solid,3.4770949720670385,7.481288192005734e-10
Treatment Democrat,#4058ff,solid,3.5206703910614516,4.890851058259456e-10
Treatment Democrat,#4058ff,solid,3.5642458100558656,3.1834597532183664e-10
Treatment Democrat,#4058ff,solid,3.6078212290502787,2.0631042024027916e-10
Treatment Democrat,#4058ff,solid,3.6513966480446918,1.331220011245543e-10
Treatment Democrat,#4058ff,solid,3.6949720670391057,8.552348406142116e-11
Treatment Democrat,#4058ff,solid,3.738547486033519,5.4705098715681834e-11
Treatment Democrat,#4058ff,solid,3.782122905027933,3.4839916137793216e-11
Treatment Democrat,#4058ff,solid,3.825698324022346,2.209191021849768e-11
Treatment Democrat,#4058ff,solid,3.869273743016759,1.394749813242213e-11
Treatment Democrat,#4058ff,solid,3.912849162011173,8.76730727711602e-12
Treatment Democrat,#4058ff,solid,3.956424581005586,5.487101802922521e-12
Treatment Democrat,#4058ff,solid,4.0,3.419217135544109e-12
Control Democrat,#4058ff,dashed,-3.8,0.00010687012536930294
Control Democrat,#4058ff,dashed,-3.7564245810055863,0.00013804394604054494
Control Democrat,#4058ff,dashed,-3.712849162011173,0.00017762147044660654
Control Democrat,#4058ff,dashed,-3.6692737430167597,0.00022766203115979743
Control Democrat,#4058ff,dashed,-3.625698324022346,0.00029067173356769866
Control Democrat,#4058ff,dashed,-3.5821229050279326,0.0003696851832585513
Control Democrat,#4058ff,dashed,-3.5385474860335195,0.00046835842617427923
Control Democrat,#4058ff,dashed,-3.494972067039106,0.0005910737611331223
Control Democrat,#4058ff,dashed,-3.4513966480446925,0.0007430569022160665
Control Democrat,#4058ff,dashed,-3.4078212290502794,0.0009305067204071317
Control Democrat,#4058ff,dashed,-3.364245810055866,0.0011607374717664827
Control Democrat,#4058ff,dashed,-3.3206703910614523,0.0014423330163690236
Control Democrat,#4058ff,dashed,-3.2770949720670393,0.0017853120430284877
Control Democrat,#4058ff,dashed,-3.2335195530726257,0.0022013027366021534
Control Democrat,#4058ff,dashed,-3.189944134078212,0.002703724657713394
Control Democrat,#4058ff,dashed,-3.1463687150837987,0.003307974853207574
Control Democrat,#4058ff,dashed,-3.102793296089385,0.004031614388382014
Control Democrat,#4058ff,dashed,-3.059217877094972,0.004894550603150563
Control Democrat,#4058ff,dashed,-3.0156424581005585,0.005919209463887135
Control Democrat,#4058ff,dashed,-2.972067039106145,0.007130691437147649
Control Democrat,#4058ff,dashed,-2.928491620111732,0.008556903383730467
Control Democrat,#4058ff,dashed,-2.8849162011173184,0.010228658100955782
Control Democrat,#4058ff,dashed,-2.841340782122905,0.012179732372945997
Control Democrat,#4058ff,dashed,-2.7977653631284918,0.014446873773505944
Control Democrat,#4058ff,dashed,-2.7541899441340782,0.01706974605818256
Control Democrat,#4058ff,dashed,-2.7106145251396647,0.020090802837550145
Control Democrat,#4058ff,dashed,-2.6670391061452516,0.023555079398902334
Control Democrat,#4058ff,dashed,-2.6234636871508377,0.027509893091759698
Control Democrat,#4058ff,dashed,-2.5798882681564246,0.03200444366160016
Control Democrat,#4058ff,dashed,-2.536312849162011,0.03708930634467794
Control Democrat,#4058ff,dashed,-2.4927374301675975,0.0428158124510106
Control Democrat,#4058ff,dashed,-2.4491620111731844,0.04923531457316427
Control Democrat,#4058ff,dashed,-2.405586592178771,0.0563983364570087
Control Democrat,#4058ff,dashed,-2.3620111731843574,0.06435361092720068
Control Democrat,#4058ff,dashed,-2.3184357541899443,0.07314701302109301
Control Democrat,#4058ff,dashed,-2.2748603351955308,0.08282039957136385
Control Democrat,#4058ff,dashed,-2.2312849162011172,0.09341037078603046
Control Democrat,#4058ff,dashed,-2.187709497206704,0.10494697377656387
Control Democrat,#4058ff,dashed,-2.14413407821229,0.11745237233058128
Control Democrat,#4058ff,dashed,-2.100558659217877,0.130939511347016
Control Democrat,#4058ff,dashed,-2.0569832402234636,0.14541080806772372
Control Democrat,#4058ff,dashed,-2.01340782122905,0.1608569053626483
Control Democrat,#4058ff,dashed,-1.969832402234637,0.17725552466957728
Control Democrat,#4058ff,dashed,-1.9262569832402234,0.1945704575773449
Control Democrat,#4058ff,dashed,-1.8826815642458101,0.21275073531495578
Control Democrat,#4058ff,dashed,-1.8391061452513966,0.2317300144381372
Control Democrat,#4058ff,dashed,-1.7955307262569833,0.25142621469549625
Control Democrat,#4058ff,dashed,-1.7519553072625698,0.2717414413595771
Control Democrat,#4058ff,dashed,-1.7083798882681567,0.29256221922562026
Control Democrat,#4058ff,dashed,-1.6648044692737431,0.31376005907067406
Control Democrat,#4058ff,dashed,-1.6212290502793296,0.3351923697442978
Control Democrat,#4058ff,dashed,-1.577653631284916,0.3567037204042932
Control Democrat,#4058ff,dashed,-1.534078212290503,0.3781274479470974
Control Democrat,#4058ff,dashed,-1.4905027932960895,0.3992875946928773
Control Democrat,#4058ff,dashed,-1.446927374301676,0.4200011511913555
Control Democrat,#4058ff,dashed,-1.4033519553072624,0.4400805689673922
Control Democrat,#4058ff,dashed,-1.3597765363128493,0.4593364984933652
Control Democrat,#4058ff,dashed,-1.3162011173184358,0.4775806990281134
Control Democrat,#4058ff,dashed,-1.2726256983240223,0.4946290595549102
Control Democrat,#4058ff,dashed,-1.2290502793296092,0.5103046642083323
Control Democrat,#4058ff,dashed,-1.1854748603351957,0.5244408315804953
Control Democrat,#4058ff,dashed,-1.1418994413407821,0.5368840553591626
Control Democrat,#4058ff,dashed,-1.0983240223463686,0.5474967740196056
Control Democrat,#4058ff,dashed,-1.0547486033519555,0.55615989983347
Control Democrat,#4058ff,dashed,-1.011173184357542,0.56277504224916
Control Democrat,#4058ff,dashed,-0.9675977653631285,0.5672663676288714
Control Democrat,#4058ff,dashed,-0.9240223463687154,0.569582046200929
Control Democrat,#4058ff,dashed,-0.8804469273743019,0.5696952476266867
Control Democrat,#4058ff,dashed,-0.8368715083798883,0.5676046584440648
Control Democrat,#4058ff,dashed,-0.7932960893854748,0.5633345074347013
Control Democrat,#4058ff,dashed,-0.7497206703910617,0.5569340982297065
Control Democrat,#4058ff,dashed,-0.7061452513966482,0.5484768617607935
Control Democrat,#4058ff,dashed,-0.6625698324022347,0.5380589540186983
Control Democrat,#4058ff,dashed,-0.6189944134078216,0.5257974365574094
Control Democrat,#4058ff,dashed,-0.575418994413408,0.5118280878758622
Control Democrat,#4058ff,dashed,-0.5318435754189945,0.49630290286722795
Control Democrat,#4058ff,dashed,-0.488268156424581,0.47938734466625715
Control Democrat,#4058ff,dashed,-0.4446927374301679,0.4612574182423969
Control Democrat,#4058ff,dashed,-0.4011173184357544,0.4420966378610452
Control Democrat,#4058ff,dashed,-0.35754189944134085,0.42209296103617083
Control Democrat,#4058ff,dashed,-0.3139664804469273,0.4014357598805398
Control Democrat,#4058ff,dashed,-0.27039106145251424,0.3803128969629327
Control Democrat,#4058ff,dashed,-0.2268156424581007,0.35890796711626555
Control Democrat,#4058ff,dashed,-0.18324022346368718,0.3373977593794364
Control Democrat,#4058ff,dashed,-0.1396648044692741,0.315949984719643
Control Democrat,#4058ff,dashed,-0.09608938547486057,0.294721305723789
Control Democrat,#4058ff,dashed,-0.05251396648044704,0.27385569443631336
Control Democrat,#4058ff,dashed,-0.00893854748603351,0.25348313432527864
Control Democrat,#4058ff,dashed,0.034636871508379574,0.23371867233260105
Control Democrat,#4058ff,dashed,0.0782122905027931,0.21466181743290105
Control Democrat,#4058ff,dashed,0.12178770949720663,0.1963962733734869
Control Democrat,#4058ff,dashed,0.16536312849161972,0.1789899855312492
Control Democrat,#4058ff,dashed,0.20893854748603324,0.1624954752815101
Control Democrat,#4058ff,dashed,0.25251396648044633,0.14695043005156674
Control Democrat,#4058ff,dashed,0.2960893854748603,0.1323785133916569
Control Democrat,#4058ff,dashed,0.3396648044692734,0.11879035694589345
Control Democrat,#4058ff,dashed,0.38324022346368647,0.1061846951010849
Control Democrat,#4058ff,dashed,0.42681564245810044,0.09454960324278942
Control Democrat,#4058ff,dashed,0.4703910614525135,0.08386380182837501
Control Democrat,#4058ff,dashed,0.5139664804469275,0.07409799074059413
Control Democrat,#4058ff,dashed,0.5575418994413406,0.06521618143692383
Control Democrat,#4058ff,dashed,0.6011173184357537,0.05717699807383072
Control Democrat,#4058ff,dashed,0.6446927374301676,0.04993492287347361
Control Democrat,#4058ff,dashed,0.6882681564245807,0.043441465331108126
Control Democrat,#4058ff,dashed,0.7318435754189938,0.0376462392649718
Control Democrat,#4058ff,dashed,0.7754189944134078,0.03249793603470271
Control Democrat,#4058ff,dashed,0.8189944134078209,0.027945186368887466
Control Democrat,#4058ff,dashed,0.862569832402234,0.023937307040721775
Control Democrat,#4058ff,dashed,0.9061452513966479,0.02042493203171694
Control Democrat,#4058ff,dashed,0.949720670391061,0.017360530770669846
Control Democrat,#4058ff,dashed,0.993296089385475,0.014698818496442015
Control Democrat,#4058ff,dashed,1.036871508379888,0.012397065758026788
Control Democrat,#4058ff,dashed,1.0804469273743011,0.010415315542688017
Control Democrat,#4058ff,dashed,1.1240223463687151,0.00871651753748084
Control Democrat,#4058ff,dashed,1.1675977653631282,0.007266589618778098
Control Democrat,#4058ff,dashed,1.2111731843575413,0.0060344168754410095
Control Democrat,#4058ff,dashed,1.2547486033519553,0.004991798356964254
Control Democrat,#4058ff,dashed,1.2983240223463683,0.004113351354321849
Control Democrat,#4058ff,dashed,1.3418994413407814,0.0033763824247567326
Control Democrat,#4058ff,dashed,1.3854748603351954,0.002760733616945355
Control Democrat,#4058ff,dashed,1.4290502793296085,0.0022486114907188303
Control Democrat,#4058ff,dashed,1.4726256983240216,0.001824405601728312
Control Democrat,#4058ff,dashed,1.5162011173184355,0.001474502176097725
Control Democrat,#4058ff,dashed,1.5597765363128486,0.0011870977668136326
Control Democrat,#4058ff,dashed,1.6033519553072626,0.000952016789433663
Control Democrat,#4058ff,dashed,1.6469273743016757,0.0007605360003548127
Control Democrat,#4058ff,dashed,1.6905027932960888,0.0006052182211008524
Control Democrat,#4058ff,dashed,1.7340782122905027,0.0004797569361928021
Control Democrat,#4058ff,dashed,1.7776536312849158,0.00037883280476806784
Control Democrat,#4058ff,dashed,1.821229050279329,0.0002979826278559217
Control Democrat,#4058ff,dashed,1.8648044692737429,0.00023348090153935697
Control Democrat,#4058ff,dashed,1.908379888268156,0.00018223375611648105
Control Democrat,#4058ff,dashed,1.951955307262569,0.00014168482603494964
Control Democrat,#4058ff,dashed,1.995530726256983,0.00010973240688490889
Control Democrat,#4058ff,dashed,2.039106145251396,8.465712557217555e-05
Control Democrat,#4058ff,dashed,2.08268156424581,6.505926927462965e-05
Control Democrat,#4058ff,dashed,2.126256983240223,4.980487943794301e-05
Control Democrat,#4058ff,dashed,2.1698324022346362,3.797971089727183e-05
Control Democrat,#4058ff,dashed,2.21340782122905,2.8850175895427577e-05
Control Democrat,#4058ff,dashed,2.2569832402234633,2.1830431773199963e-05
Control Democrat,#4058ff,dashed,2.3005586592178764,1.6454823755845443e-05
Control Democrat,#4058ff,dashed,2.3441340782122904,1.2354955739606647e-05
Control Democrat,#4058ff,dashed,2.3877094972067034,9.240728323246425e-06
Control Democrat,#4058ff,dashed,2.4312849162011165,6.8847513497523035e-06
Control Democrat,#4058ff,dashed,2.4748603351955305,5.109605456056412e-06
Control Democrat,#4058ff,dashed,2.5184357541899436,3.777491739382587e-06
Control Democrat,#4058ff,dashed,2.5620111731843567,2.7818693468349864e-06
Control Democrat,#4058ff,dashed,2.6055865921787706,2.040736744452332e-06
Control Democrat,#4058ff,dashed,2.6491620111731837,1.4912631584038685e-06
Control Democrat,#4058ff,dashed,2.6927374301675977,1.0855220326255227e-06
Control Democrat,#4058ff,dashed,2.736312849162011,7.871183659082546e-07
Control Democrat,#4058ff,dashed,2.779888268156424,5.685366924552923e-07
Control Democrat,#4058ff,dashed,2.823463687150838,4.090665807167444e-07
Control Democrat,#4058ff,dashed,2.867039106145251,2.9318824377944006e-07
Control Democrat,#4058ff,dashed,2.910614525139664,2.0932261558669243e-07
Control Democrat,#4058ff,dashed,2.954189944134078,1.4886849675652335e-07
Control Democrat,#4058ff,dashed,2.997765363128491,1.054645496535554e-07
Control Democrat,#4058ff,dashed,3.041340782122904,7.442644090760729e-08
Control Democrat,#4058ff,dashed,3.084916201117318,5.2319676460186135e-08
Control Democrat,#4058ff,dashed,3.128491620111731,3.6636999396850337e-08
Control Democrat,#4058ff,dashed,3.172067039106145,2.5555936148332152e-08
Control Democrat,#4058ff,dashed,3.2156424581005583,1.7757455735949755e-08
Control Democrat,#4058ff,dashed,3.2592178770949713,1.2290986355646473e-08
Control Democrat,#4058ff,dashed,3.3027932960893853,8.474416048270358e-09
Control Democrat,#4058ff,dashed,3.3463687150837984,5.8203603866023914e-09
Control Democrat,#4058ff,dashed,3.3899441340782115,3.98205285402854e-09
Control Democrat,#4058ff,dashed,3.4335195530726255,2.713821091483474e-09
Control Democrat,#4058ff,dashed,3.4770949720670385,1.8423513464275171e-09
Control Democrat,#4058ff,dashed,3.5206703910614516,1.2458930067107466e-09
Control Democrat,#4058ff,dashed,3.5642458100558656,8.392784839304565e-10
Control Democrat,#4058ff,dashed,3.6078212290502787,5.631816298109842e-10
Control Democrat,#4058ff,dashed,3.6513966480446918,3.764505365287105e-10
Control Democrat,#4058ff,dashed,3.6949720670391057,2.506596390652081e-10
Control Democrat,#4058ff,dashed,3.738547486033519,1.6625623788423997e-10
Control Democrat,#4058ff,dashed,3.782122905027933,1.0984708514517476e-10
Control Democrat,#4058ff,dashed,3.825698324022346,7.229631721150009e-11
Control Democrat,#4058ff,dashed,3.869273743016759,4.739809224513971e-11
Control Democrat,#4058ff,dashed,3.912849162011173,3.0954414817868674e-11
Control Democrat,#4058ff,dashed,3.956424581005586,2.013730667272993e-11
Control Democrat,#4058ff,dashed,4.0,1.30496005833779e-11
Treatment Republican,#ff4a45,solid,-3.8,2.2037329815823488e-10
Treatment Republican,#ff4a45,solid,-3.7564245810055863,3.354435511126173e-10
Treatment Republican,#ff4a45,solid,-3.712849162011173,5.085065120593168e-10
Treatment Republican,#ff4a45,solid,-3.6692737430167597,7.676976079333772e-10
Treatment Republican,#ff4a45,solid,-3.625698324022346,1.1542515123310083e-09
Treatment Republican,#ff4a45,solid,-3.5821229050279326,1.7283325674036912e-09
Treatment Republican,#ff4a45,solid,-3.5385474860335195,2.5773344053542e-09
Treatment Republican,#ff4a45,solid,-3.494972067039106,3.827637717399843e-09
Treatment Republican,#ff4a45,solid,-3.4513966480446925,5.661186678751795e-09
Treatment Republican,#ff4a45,solid,-3.4078212290502794,8.338745573490866e-09
Treatment Republican,#ff4a45,solid,-3.364245810055866,1.2232368806904755e-08
Treatment Republican,#ff4a45,solid,-3.3206703910614523,1.787051245629915e-08
Treatment Republican,#ff4a45,solid,-3.2770949720670393,2.6000400811160493e-08
Treatment Republican,#ff4a45,solid,-3.2335195530726257,3.767382149930677e-08
Treatment Republican,#ff4a45,solid,-3.189944134078212,5.436456345138016e-08
Treatment Republican,#ff4a45,solid,-3.1463687150837987,7.812836406434776e-08
Treatment Republican,#ff4a45,solid,-3.102793296089385,1.1181965624289883e-07
Treatment Republican,#ff4a45,solid,-3.059217877094972,1.5938379794490572e-07
Treatment Republican,#ff4a45,solid,-3.0156424581005585,2.262490615022994e-07
Treatment Republican,#ff4a45,solid,-2.972067039106145,3.198497369238295e-07
Treatment Republican,#ff4a45,solid,-2.928491620111732,4.5032059112224295e-07
Treatment Republican,#ff4a45,solid,-2.8849162011173184,6.314140044046522e-07
