panel,title,rate,rank,estimate,low,high,status
1,OLS,Replication Rate: 82.4%,49.134199134199136,0.3708609271523179,0.15894039735099338,0.5827814569536424,Replicated
1,OLS,Replication Rate: 82.4%,49.78354978354979,0.3708609271523179,0.17218543046357615,0.5827814569536424,Replicated
1,OLS,Replication Rate: 82.4%,50.43290043290043,0.37748344370860926,0.17218543046357615,0.5827814569536424,Replicated
1,OLS,Replication Rate: 82.4%,51.082251082251084,0.3841059602649007,0.17218543046357615,0.5960264900662252,Replicated
1,OLS,Replication Rate: 82.4%,51.73160173160173,0.3841059602649007,0.18543046357615894,0.5960264900662252,Replicated
1,OLS,Replication Rate: 82.4%,52.38095238095239,0.3841059602649007,0.2119205298013245,0.5827814569536424,Replicated
1,OLS,Replication Rate: 82.4%,53.03030303030303,0.39072847682119205,0.18543046357615894,0.5960264900662252,Replicated
1,OLS,Replication Rate: 82.4%,53.67965367965368,0.39072847682119205,0.18543046357615894,0.6225165562913907,Replicated
1,OLS,Replication Rate: 82.4%,54.32900432900433,0.40397350993377484,0.17218543046357615,0.6490066225165563,Replicated
1,OLS,Replication Rate: 82.4%,54.97835497835498,0.41721854304635764,0.17218543046357615,0.6490066225165563,Replicated
1,OLS,Replication Rate: 82.4%,55.62770562770562,0.423841059602649,0.1986754966887417,0.6490066225165563,Replicated
1,OLS,Replication Rate: 82.4%,56.27705627705628,0.423841059602649,0.2119205298013245,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,56.926406926406926,0.423841059602649,0.2119205298013245,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,57.57575757575758,0.423841059602649,0.2119205298013245,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,58.22510822510822,0.423841059602649,0.2251655629139073,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,58.87445887445888,0.423841059602649,0.17218543046357615,0.6754966887417219,Replicated
1,OLS,Replication Rate: 82.4%,59.523809523809526,0.423841059602649,0.17218543046357615,0.6754966887417219,Replicated
1,OLS,Replication Rate: 82.4%,60.17316017316018,0.423841059602649,0.2251655629139073,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,60.82251082251082,0.4304635761589404,0.2119205298013245,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,61.471861471861466,0.4304635761589404,0.23841059602649006,0.609271523178808,Replicated
1,OLS,Replication Rate: 82.4%,62.121212121212125,0.4370860927152318,0.25165562913907286,0.609271523178808,Replicated
1,OLS,Replication Rate: 82.4%,62.77056277056276,0.4370860927152318,0.2251655629139073,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,63.41991341991342,0.4370860927152318,0.2251655629139073,0.6357615894039735,Replicated
1,OLS,Replication Rate: 82.4%,64.06926406926407,0.4370860927152318,0.23841059602649006,0.6490066225165563,Replicated
1,OLS,Replication Rate: 82.4%,64.71861471861472,0.4503311258278146,0.2251655629139073,0.6490066225165563,Replicated
1,OLS,Replication Rate: 82.4%,65.36796536796537,0.4503311258278146,0.2119205298013245,0.6887417218543046,Replicated
1,OLS,Replication Rate: 82.4%,66.01731601731602,0.4503311258278146,0.2119205298013245,0.6887417218543046,Replicated
1,OLS,Replication Rate: 82.4%,66.66666666666666,0.4503311258278146,0.25165562913907286,0.6622516556291391,Replicated
1,OLS,Replication Rate: 82.4%,67.31601731601732,0.4768211920529801,0.23841059602649006,0.6622516556291391,Replicated
1,OLS,Replication Rate: 82.4%,67.96536796536796,0.4503311258278146,0.23841059602649006,0.7152317880794702,Replicated
1,OLS,Replication Rate: 82.4%,68.61471861471861,0.48344370860927155,0.23841059602649006,0.7152317880794702,Replicated
1,OLS,Replication Rate: 82.4%,69.26406926406926,0.48344370860927155,0.2781456953642384,0.6887417218543046,Replicated
1,OLS,Replication Rate: 82.4%,69.91341991341992,0.48344370860927155,0.2781456953642384,0.7019867549668874,Replicated
1,OLS,Replication Rate: 82.4%,70.56277056277057,0.4966887417218543,0.2781456953642384,0.7019867549668874,Replicated
1,OLS,Replication Rate: 82.4%,71.21212121212122,0.5099337748344371,0.2913907284768212,0.7152317880794702,Replicated
1,OLS,Replication Rate: 82.4%,71.86147186147186,0.5033112582781457,0.2781456953642384,0.7417218543046358,Replicated
1,OLS,Replication Rate: 82.4%,72.51082251082252,0.5099337748344371,0.26490066225165565,0.7417218543046358,Replicated
1,OLS,Replication Rate: 82.4%,73.16017316017316,0.5099337748344371,0.304635761589404,0.7284768211920529,Replicated
1,OLS,Replication Rate: 82.4%,73.80952380952381,0.5099337748344371,0.2781456953642384,0.7682119205298014,Replicated
1,OLS,Replication Rate: 82.4%,74.45887445887446,0.5364238410596026,0.2781456953642384,0.7682119205298014,Replicated
1,OLS,Replication Rate: 82.4%,75.10822510822511,0.5298013245033113,0.304635761589404,0.7417218543046358,Replicated
1,OLS,Replication Rate: 82.4%,75.75757575757575,0.5231788079470199,0.2781456953642384,0.7682119205298014,Replicated
1,OLS,Replication Rate: 82.4%,76.40692640692642,0.5298013245033113,0.2781456953642384,0.7814569536423841,Replicated
1,OLS,Replication Rate: 82.4%,77.05627705627705,0.5298013245033113,0.3443708609271523,0.7152317880794702,Replicated
1,OLS,Replication Rate: 82.4%,77.7056277056277,0.5364238410596026,0.2913907284768212,0.7152317880794702,Replicated
1,OLS,Replication Rate: 82.4%,78.35497835497836,0.5298013245033113,0.2781456953642384,0.7814569536423841,Replicated
1,OLS,Replication Rate: 82.4%,79.004329004329,0.543046357615894,0.3443708609271523,0.7284768211920529,Replicated
1,OLS,Replication Rate: 82.4%,79.65367965367966,0.543046357615894,0.3576158940397351,0.7284768211920529,Replicated
1,OLS,Replication Rate: 82.4%,80.3030303030303,0.5629139072847682,0.3576158940397351,0.7814569536423841,Replicated
1,OLS,Replication Rate: 82.4%,80.95238095238095,0.5629139072847682,0.3708609271523179,0.7682119205298014,Replicated
1,OLS,Replication Rate: 82.4%,81.6017316017316,0.5629139072847682,0.3576158940397351,0.7814569536423841,Replicated
1,OLS,Replication Rate: 82.4%,82.25108225108225,0.5894039735099338,0.3841059602649007,0.7814569536423841,Replicated
1,OLS,Replication Rate: 82.4%,82.90043290043289,0.5827814569536424,0.3708609271523179,0.7947019867549668,Replicated
1,OLS,Replication Rate: 82.4%,83.54978354978356,0.5894039735099338,0.3973509933774834,0.7682119205298014,Replicated
1,OLS,Replication Rate: 82.4%,84.19913419913419,0.5827814569536424,0.3973509933774834,0.8211920529801324,Replicated
1,OLS,Replication Rate: 82.4%,84.84848484848484,0.609271523178808,0.3973509933774834,0.8211920529801324,Replicated
1,OLS,Replication Rate: 82.4%,85.4978354978355,0.6225165562913907,0.3841059602649007,0.8211920529801324,Replicated
1,OLS,Replication Rate: 82.4%,86.14718614718615,0.6490066225165563,0.4370860927152318,0.8609271523178808,Replicated
1,OLS,Replication Rate: 82.4%,86.7965367965368,0.6622516556291391,0.46357615894039733,0.8874172185430463,Replicated
1,OLS,Replication Rate: 82.4%,87.44588744588745,0.6887417218543046,0.5033112582781457,0.8609271523178808,Replicated
1,OLS,Replication Rate: 82.4%,88.09523809523809,0.6887417218543046,0.4900662251655629,0.9139072847682119,Replicated
1,OLS,Replication Rate: 82.4%,88.74458874458875,0.7152317880794702,0.5033112582781457,0.9271523178807947,Replicated
1,OLS,Replication Rate: 82.4%,89.39393939393939,0.7350993377483444,0.5033112582781457,0.9271523178807947,Replicated
1,OLS,Replication Rate: 82.4%,90.04329004329004,0.7218543046357616,0.5165562913907285,0.9271523178807947,Replicated
1,OLS,Replication Rate: 82.4%,90.6926406926407,0.7218543046357616,0.5165562913907285,0.9403973509933775,Replicated
1,OLS,Replication Rate: 82.4%,91.34199134199135,0.7350993377483444,0.5298013245033113,0.9536423841059603,Replicated
1,OLS,Replication Rate: 82.4%,91.991341991342,0.7615894039735099,0.543046357615894,0.9668874172185431,Replicated
1,OLS,Replication Rate: 82.4%,92.64069264069265,0.7549668874172185,0.5562913907284768,0.9801324503311258,Replicated
1,OLS,Replication Rate: 82.4%,93.29004329004329,0.7615894039735099,0.5562913907284768,0.9801324503311258,Replicated
1,OLS,Replication Rate: 82.4%,93.93939393939394,0.7814569536423841,0.5695364238410596,0.9933774834437086,Replicated
1,OLS,Replication Rate: 82.4%,94.58874458874459,0.7947019867549668,0.5695364238410596,0.9933774834437086,Replicated
1,OLS,Replication Rate: 82.4%,95.23809523809523,0.8013245033112583,0.5960264900662252,1.0198675496688743,Replicated
1,OLS,Replication Rate: 82.4%,95.88744588744589,0.8079470198675497,0.5960264900662252,1.0198675496688743,Replicated
1,OLS,Replication Rate: 82.4%,96.53679653679653,0.8211920529801324,0.5960264900662252,1.033112582781457,Replicated
1,OLS,Replication Rate: 82.4%,97.18614718614718,0.8344370860927153,0.609271523178808,1.033112582781457,Replicated
1,OLS,Replication Rate: 82.4%,97.83549783549783,0.8609271523178808,0.6357615894039735,1.0728476821192052,Replicated
1,OLS,Replication Rate: 82.4%,98.48484848484848,0.8940397350993378,0.6622516556291391,1.086092715231788,Replicated
1,OLS,Replication Rate: 82.4%,99.13419913419914,0.9205298013245033,0.6754966887417219,1.1390728476821192,Replicated
1,OLS,Replication Rate: 82.4%,99.78354978354979,1.0066225165562914,0.7152317880794702,1.2450331125827814,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,0.43383947939262474,-0.2185430463576159,-0.5165562913907285,0.039735099337748346,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,1.0845986984815619,-0.17218543046357615,-0.4768211920529801,0.0,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,1.735357917570499,-0.2185430463576159,-0.5165562913907285,0.06622516556291391,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,2.386117136659436,-0.1456953642384106,-0.4370860927152318,0.13245033112582782,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,3.036876355748373,-0.013245033112582781,-0.3841059602649007,0.09271523178807947,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,3.68763557483731,-0.13245033112582782,-0.4105960264900662,0.15894039735099338,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,4.3383947939262475,-0.1390728476821192,-0.3576158940397351,0.11920529801324503,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,4.989154013015185,-0.1456953642384106,-0.3443708609271523,0.13245033112582782,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,5.639913232104121,-0.052980132450331126,-0.3973509933774834,0.2251655629139073,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,6.29067245119306,0.07947019867549669,-0.304635761589404,0.17218543046357615,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,6.941431670281996,-0.046357615894039736,-0.3443708609271523,0.2119205298013245,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,7.592190889370933,-0.026490066225165563,-0.304635761589404,0.2781456953642384,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,8.24295010845987,-0.019867549668874173,-0.2781456953642384,0.2781456953642384,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,8.893709327548807,-0.26490066225165565,-0.2781456953642384,0.2781456953642384,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,9.544468546637743,-0.013245033112582781,-0.304635761589404,0.304635761589404,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,10.195227765726681,0.052980132450331126,-0.304635761589404,0.33112582781456956,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,10.84598698481562,0.039735099337748346,-0.26490066225165565,0.2913907284768212,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,11.496746203904555,0.06622516556291391,-0.2119205298013245,0.26490066225165565,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,12.147505422993492,0.07947019867549669,-0.23841059602649006,0.31788079470198677,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,12.79826464208243,0.052980132450331126,-0.18543046357615894,0.2913907284768212,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,13.449023861171366,0.07947019867549669,-0.2251655629139073,0.3443708609271523,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,14.099783080260304,0.11920529801324503,-0.18543046357615894,0.3708609271523179,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,14.75054229934924,0.1456953642384106,-0.1986754966887417,0.4105960264900662,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,15.40130151843818,0.09271523178807947,-0.17218543046357615,0.3841059602649007,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,16.052060737527114,0.152317880794702,-0.18543046357615894,0.423841059602649,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,16.702819956616054,0.10596026490066225,-0.11920529801324503,0.3708609271523179,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,17.35357917570499,0.12582781456953643,-0.15894039735099338,0.4105960264900662,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,18.004338394793926,-0.10596026490066225,-0.10596026490066225,0.3708609271523179,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,18.655097613882862,0.13245033112582782,-0.18543046357615894,0.4370860927152318,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,19.305856832971802,0.1390728476821192,-0.17218543046357615,0.4370860927152318,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,19.95661605206074,0.3973509933774834,-0.13245033112582782,0.4105960264900662,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,20.607375271149674,0.1390728476821192,-0.13245033112582782,0.423841059602649,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,21.25813449023861,0.1986754966887417,-0.11920529801324503,0.4370860927152318,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,21.908893709327547,0.19205298013245034,-0.11920529801324503,0.4370860927152318,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,22.559652928416483,0.39072847682119205,-0.10596026490066225,0.4503311258278146,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,23.210412147505423,0.18543046357615894,-0.09271523178807947,0.46357615894039733,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,23.861171366594363,0.3443708609271523,-0.09271523178807947,0.46357615894039733,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,24.5119305856833,0.2052980132450331,-0.07947019867549669,0.46357615894039733,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,25.16268980477224,-0.052980132450331126,-0.06622516556291391,0.46357615894039733,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,25.813449023861175,0.25165562913907286,-0.06622516556291391,0.4768211920529801,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,26.46420824295011,0.25165562913907286,-0.06622516556291391,0.4768211920529801,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,27.114967462039047,0.2251655629139073,-0.039735099337748346,0.5165562913907285,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,27.765726681127983,0.23178807947019867,-0.039735099337748346,0.5165562913907285,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,28.41648590021692,0.25165562913907286,-0.039735099337748346,0.5165562913907285,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,29.067245119305856,0.25165562913907286,-0.026490066225165563,0.5165562913907285,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,29.718004338394792,0.2582781456953642,-0.026490066225165563,0.5165562913907285,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,30.36876355748373,0.1986754966887417,-0.039735099337748346,0.5298013245033113,Never Significant
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,31.019522776572668,0.2582781456953642,-0.026490066225165563,0.5298013245033113,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,31.670281995661604,0.26490066225165565,0.026490066225165563,0.5033112582781457,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,32.32104121475054,0.271523178807947,0.026490066225165563,0.5033112582781457,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,32.97180043383948,0.271523178807947,0.039735099337748346,0.5165562913907285,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,33.622559652928416,0.2781456953642384,0.013245033112582781,0.5562913907284768,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,34.273318872017356,0.2847682119205298,0.013245033112582781,0.5562913907284768,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,34.924078091106296,0.5960264900662252,-0.026490066225165563,0.609271523178808,Not Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,35.57483731019523,0.2980132450331126,0.013245033112582781,0.5827814569536424,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,36.22559652928417,0.304635761589404,0.013245033112582781,0.5827814569536424,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,36.8763557483731,0.31125827814569534,0.026490066225165563,0.5827814569536424,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,37.52711496746204,0.304635761589404,0.026490066225165563,0.5827814569536424,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,38.17787418655097,0.304635761589404,0.06622516556291391,0.5695364238410596,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,38.82863340563991,0.31125827814569534,0.06622516556291391,0.5695364238410596,Replicated
2,Multiple Testing – Benjamini–Yekutieli,Replication Rate: 75.6%,39.479392624728845,0.31788079470198677,0.052980132450331126,0.5827814569536424,Replicated
